#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA2D13
#Date Time: 2024-02-01 11:03:42.560
#Sample rate: 3.33333e+07Hz
#Samples: 4096

Time (s),Vin,Inv1,Inv2,Inv3
-5.724e-05,0,0,1,1
-5.721e-05,0,0,1,1
-5.718e-05,0,0,1,1
-5.715e-05,0,0,1,1
-5.712e-05,0,0,1,1
-5.709e-05,0,0,1,1
-5.706e-05,0,0,1,1
-5.703e-05,0,0,1,1
-5.7e-05,0,0,1,1
-5.697000000000001e-05,0,0,1,1
-5.694e-05,0,0,1,1
-5.691e-05,0,0,1,1
-5.688e-05,0,0,1,1
-5.685e-05,0,0,1,1
-5.682e-05,0,0,1,1
-5.679e-05,0,0,1,1
-5.676000000000001e-05,0,0,1,1
-5.673e-05,0,0,1,1
-5.67e-05,0,0,1,1
-5.667e-05,0,0,1,1
-5.664e-05,0,0,1,1
-5.661e-05,0,0,1,1
-5.658e-05,0,0,1,1
-5.655e-05,0,0,1,1
-5.652e-05,0,0,1,1
-5.649e-05,0,0,1,1
-5.646e-05,0,0,1,1
-5.643e-05,0,0,1,1
-5.64e-05,0,0,1,1
-5.637e-05,0,0,1,1
-5.634e-05,0,0,1,1
-5.631e-05,0,0,1,1
-5.628e-05,0,0,1,1
-5.625000000000001e-05,0,0,1,1
-5.622e-05,0,0,1,1
-5.619e-05,0,0,1,1
-5.616e-05,0,0,1,1
-5.613e-05,0,0,1,1
-5.61e-05,0,0,1,1
-5.607e-05,0,0,1,1
-5.604e-05,0,0,1,1
-5.601e-05,0,0,1,1
