vi	V(si)	Ix(Zener2:+)
4.759999999999881e+000	7.327787e-001	2.013611e-002
4.769999999999881e+000	7.328424e-001	2.018579e-002
4.779999999999880e+000	7.329060e-001	2.023547e-002
4.789999999999880e+000	7.329695e-001	2.028515e-002
4.799999999999880e+000	7.330327e-001	2.033484e-002
4.809999999999880e+000	7.330958e-001	2.038452e-002
4.819999999999880e+000	7.331588e-001	2.043421e-002
4.829999999999879e+000	7.332217e-001	2.048389e-002
4.839999999999879e+000	7.332843e-001	2.053358e-002
4.849999999999879e+000	7.333468e-001	2.058327e-002
4.859999999999879e+000	7.334092e-001	2.063295e-002
4.869999999999878e+000	7.334714e-001	2.068264e-002
4.879999999999878e+000	7.335334e-001	2.073233e-002
4.889999999999878e+000	7.335954e-001	2.078202e-002
4.899999999999878e+000	7.336571e-001	2.083171e-002
4.909999999999878e+000	7.337188e-001	2.088141e-002
4.919999999999877e+000	7.337802e-001	2.093110e-002
4.929999999999877e+000	7.338415e-001	2.098079e-002
4.939999999999877e+000	7.339028e-001	2.103049e-002
4.949999999999877e+000	7.339638e-001	2.108018e-002
4.959999999999877e+000	7.340247e-001	2.112988e-002
4.969999999999876e+000	7.340854e-001	2.117957e-002
4.979999999999876e+000	7.341461e-001	2.122927e-002
4.989999999999876e+000	7.342066e-001	2.127897e-002
5.000000000000000e+000	7.342669e-001	2.132867e-002
