vi	V(si)	Ix(Schottky2:+)
4.759999999999881e+000	7.497047e-001	2.005148e-002
4.769999999999881e+000	7.498741e-001	2.010063e-002
4.779999999999880e+000	7.500430e-001	2.014979e-002
4.789999999999880e+000	7.502115e-001	2.019894e-002
4.799999999999880e+000	7.503796e-001	2.024810e-002
4.809999999999880e+000	7.505472e-001	2.029726e-002
4.819999999999880e+000	7.507145e-001	2.034643e-002
4.829999999999879e+000	7.508814e-001	2.039559e-002
4.839999999999879e+000	7.510479e-001	2.044476e-002
4.849999999999879e+000	7.512140e-001	2.049393e-002
4.859999999999879e+000	7.513797e-001	2.054310e-002
4.869999999999878e+000	7.515450e-001	2.059227e-002
4.879999999999878e+000	7.517099e-001	2.064145e-002
4.889999999999878e+000	7.518744e-001	2.069063e-002
4.899999999999878e+000	7.520385e-001	2.073981e-002
4.909999999999878e+000	7.522023e-001	2.078899e-002
4.919999999999877e+000	7.523656e-001	2.083817e-002
4.929999999999877e+000	7.525287e-001	2.088736e-002
4.939999999999877e+000	7.526913e-001	2.093654e-002
4.949999999999877e+000	7.528535e-001	2.098573e-002
4.959999999999877e+000	7.530153e-001	2.103492e-002
4.969999999999876e+000	7.531769e-001	2.108411e-002
4.979999999999876e+000	7.533380e-001	2.113331e-002
4.989999999999876e+000	7.534987e-001	2.118251e-002
5.000000000000000e+000	7.536591e-001	2.123171e-002
