vi	V(si)	I(Si)
4.769999999999881e+000	7.318239e-001	2.019088e-002
4.779999999999880e+000	7.319624e-001	2.024019e-002
4.789999999999880e+000	7.321007e-001	2.028950e-002
4.799999999999880e+000	7.322387e-001	2.033881e-002
4.809999999999880e+000	7.323764e-001	2.038812e-002
4.819999999999880e+000	7.325139e-001	2.043743e-002
4.829999999999879e+000	7.326511e-001	2.048674e-002
4.839999999999879e+000	7.327881e-001	2.053606e-002
4.849999999999879e+000	7.329248e-001	2.058538e-002
4.859999999999879e+000	7.330613e-001	2.063469e-002
4.869999999999878e+000	7.331974e-001	2.068401e-002
4.879999999999878e+000	7.333333e-001	2.073333e-002
4.889999999999878e+000	7.334691e-001	2.078266e-002
4.899999999999878e+000	7.336045e-001	2.083198e-002
4.909999999999878e+000	7.337397e-001	2.088130e-002
4.919999999999877e+000	7.338746e-001	2.093063e-002
4.929999999999877e+000	7.340093e-001	2.097995e-002
4.939999999999877e+000	7.341437e-001	2.102928e-002
4.949999999999877e+000	7.342779e-001	2.107861e-002
4.959999999999877e+000	7.344118e-001	2.112794e-002
4.969999999999876e+000	7.345456e-001	2.117727e-002
4.979999999999876e+000	7.346790e-001	2.122661e-002
4.989999999999876e+000	7.348123e-001	2.127594e-002
5.000000000000000e+000	7.349452e-001	2.132527e-002
