Time (s),Vin,Inv1,Inv2,Inv3
-0.0006195,1,0,1,0
-0.000619,1,0,1,0
-0.0006185,1,0,1,0
-0.000618,1,0,1,0
-0.0006175,1,0,1,0
-0.000617,0,0,1,0
-0.0006165,0,0,1,0
-0.000616,0,0,1,0
-0.0006155000000000001,0,1,1,0
-0.000615,0,1,1,0
-0.0006145,0,1,1,0
-0.000614,0,1,1,0
-0.0006135,0,1,1,0
-0.000613,0,1,1,0
-0.0006125,0,1,1,0
-0.000612,0,1,1,0
-0.0006115,0,1,0,0
-0.000611,0,1,0,0
-0.0006105,0,1,0,0
-0.00061,0,1,0,0
-0.0006095,0,1,0,0
-0.0006089999999999999,0,1,0,0
-0.0006085,0,1,0,0
-0.000608,0,1,0,0
-0.0006075,0,1,0,0
-0.000607,0,1,0,0
-0.0006065000000000001,0,1,0,0
-0.000606,0,1,0,1
-0.0006055,0,1,0,1
-0.000605,0,1,0,1
-0.0006045,0,1,0,1
-0.000604,0,1,0,1
-0.0006035,0,1,0,1
-0.000603,0,1,0,1
-0.0006025,0,1,0,1
-0.000602,0,1,0,1
-0.0006015,0,1,0,1
-0.000601,0,1,0,1
-0.0006005,0,1,0,1
-0.0005999999999999999,0,1,0,1
-0.0005995,0,1,0,1
-0.000599,0,1,0,1
-0.0005985,0,1,0,1
-0.000598,0,1,0,1
-0.0005975,0,1,0,1
-0.000597,1,1,0,1
-0.0005965,1,0,0,1
-0.000596,1,0,0,1
-0.0005955,1,0,0,1
-0.000595,1,0,0,1
-0.0005945,1,0,0,1
-0.000594,1,0,1,1
-0.0005935,1,0,1,1
-0.000593,1,0,1,1
-0.0005925,1,0,1,1
-0.000592,1,0,1,1
-0.0005915,1,0,1,1
-0.0005910000000000001,1,0,1,1
-0.0005905,1,0,1,0
-0.00059,1,0,1,0
-0.0005895,1,0,1,0
-0.000589,1,0,1,0
-0.0005885,1,0,1,0
-0.000588,1,0,1,0
-0.0005875,1,0,1,0
-0.000587,1,0,1,0
-0.0005865,1,0,1,0
-0.000586,1,0,1,0
-0.0005855,1,0,1,0
-0.000585,1,0,1,0
-0.0005845,1,0,1,0
-0.000584,1,0,1,0
-0.0005835,1,0,1,0
-0.000583,1,0,1,0
-0.0005825,1,0,1,0
-0.0005820000000000001,1,0,1,0
-0.0005815,1,0,1,0
-0.000581,1,0,1,0
-0.0005805,1,0,1,0
-0.00058,1,0,1,0
-0.0005795,1,0,1,0
-0.000579,1,0,1,0
-0.0005785,1,0,1,0
-0.000578,1,0,1,0
-0.0005775,1,0,1,0
-0.000577,0,0,1,0
-0.0005765,0,0,1,0
-0.000576,0,0,1,0
-0.0005754999999999999,0,1,1,0
-0.000575,0,1,1,0
-0.0005745,0,1,1,0
-0.000574,0,1,1,0
-0.0005735,0,1,1,0
-0.0005730000000000001,0,1,1,0
-0.0005725,0,1,1,0
-0.000572,0,1,1,0
-0.0005715,0,1,0,0
-0.000571,0,1,0,0
-0.0005705,0,1,0,0
-0.00057,0,1,0,0
-0.0005695,0,1,0,0
-0.000569,0,1,0,0
-0.0005685,0,1,0,0
-0.000568,0,1,0,0
-0.0005675,0,1,0,0
-0.000567,0,1,0,0
-0.0005664999999999999,0,1,0,0
-0.000566,0,1,0,1
-0.0005655,0,1,0,1
-0.000565,0,1,0,1
-0.0005645,0,1,0,1
-0.000564,0,1,0,1
-0.0005635,0,1,0,1
-0.000563,0,1,0,1
-0.0005625,0,1,0,1
-0.000562,0,1,0,1
-0.0005615,0,1,0,1
-0.000561,0,1,0,1
-0.0005605,0,1,0,1
-0.00056,0,1,0,1
-0.0005595,0,1,0,1
-0.000559,0,1,0,1
-0.0005585,0,1,0,1
-0.000558,0,1,0,1
-0.0005575000000000001,0,1,0,1
-0.000557,1,1,0,1
-0.0005565,1,0,0,1
-0.000556,1,0,0,1
-0.0005555,1,0,0,1
-0.000555,1,0,0,1
